time,price,number
Oct 16 2019 01 0,269.671,6
Oct 18 2019 01 0,255.496,3
Oct 19 2019 01 0,257.447,1
Oct 20 2019 01 0,259.657,7
Oct 21 2019 01 0,276.882,4
Oct 22 2019 01 0,240.004,1
Oct 23 2019 01 0,254.991,4
Oct 24 2019 01 0,262.373,4
Oct 25 2019 01 0,261.178,3
Oct 26 2019 01 0,243.343,3
Oct 27 2019 01 0,266.248,4
Oct 28 2019 01 0,268.166,1
Oct 30 2019 01 0,265.8,3
Oct 31 2019 01 0,260.439,4
Nov 01 2019 01 0,249.391,4
Nov 02 2019 01 0,260.82,5
Nov 03 2019 01 0,277.882,2
Nov 04 2019 01 0,295.28,1
Nov 05 2019 01 0,273.393,4
Nov 06 2019 01 0,278.19,1
Nov 07 2019 01 0,273.279,1
Nov 08 2019 01 0,281.22,1
Nov 09 2019 01 0,270.872,4
Nov 10 2019 01 0,264.165,4
Nov 11 2019 01 0,257.508,3
Nov 12 2019 01 0,259.686,7
Nov 13 2019 01 0,262.293,1
Nov 14 2019 01 0,283.106,2
Nov 15 2019 01 0,279.861,3
Nov 16 2019 01 0,268.975,5
Nov 17 2019 01 0,274.68,5
Nov 18 2019 01 0,265.405,1
Nov 19 2019 01 0,231.115,6
Nov 20 2019 01 0,225.522,2
Nov 21 2019 01 0,231.376,4
Nov 22 2019 01 0,255.012,1
Nov 23 2019 01 0,256.857,3
Nov 25 2019 01 0,247.086,3
Nov 26 2019 01 0,232.015,3
Nov 27 2019 01 0,238.009,5
Nov 28 2019 01 0,236.909,5
Nov 29 2019 01 0,243.409,8
Nov 30 2019 01 0,249.998,1
Dec 01 2019 01 0,242.806,5
Dec 02 2019 01 0,255.625,5
Dec 03 2019 01 0,253.956,3
Dec 04 2019 01 0,255.723,2
Dec 05 2019 01 0,252.854,7
Dec 06 2019 01 0,257.21,5
Dec 07 2019 01 0,266.05,5
Dec 08 2019 01 0,255.088,4
Dec 09 2019 01 0,236.857,4
Dec 10 2019 01 0,262.866,6
Dec 11 2019 01 0,263.463,2
Dec 12 2019 01 0,275.73,2
Dec 13 2019 01 0,269.893,6
Dec 14 2019 01 0,251.061,3
Dec 15 2019 01 0,252.021,2
Dec 16 2019 01 0,253.891,3
Dec 17 2019 01 0,268.524,5
Dec 18 2019 01 0,266.685,3
Dec 19 2019 01 0,269.004,4
Dec 20 2019 01 0,270.617,6
Dec 21 2019 01 0,268.69,2
Dec 22 2019 01 0,260.954,5
Dec 23 2019 01 0,240.911,4
Dec 24 2019 01 0,258.876,5
Dec 25 2019 01 0,241.022,4
Dec 26 2019 01 0,270.365,7
Dec 27 2019 01 0,332.62,1
Dec 28 2019 01 0,264.774,6
Dec 29 2019 01 0,273.799,5
Dec 30 2019 01 0,277.35,4
Dec 31 2019 01 0,285.335,3
Jan 01 2020 01 0,291.06,3
Jan 02 2020 01 0,295.18,2
Jan 03 2020 01 0,293.897,4
Jan 04 2020 01 0,294.108,3
Jan 05 2020 01 0,293.59,6
Jan 06 2020 01 0,280.683,3
Jan 07 2020 01 0,310.018,1
Jan 09 2020 01 0,267.357,4
Jan 10 2020 01 0,293.301,2
Jan 11 2020 01 0,291.038,2
Jan 12 2020 01 0,282.317,3
Jan 13 2020 01 0,308.26,5
Jan 14 2020 01 0,321.171,1
Jan 15 2020 01 0,293.382,2
Jan 16 2020 01 0,264.954,3
Jan 17 2020 01 0,296.559,3
Jan 18 2020 01 0,279.6,1
Jan 19 2020 01 0,289.183,5
Jan 20 2020 01 0,303.235,3
Jan 21 2020 01 0,311,1
Jan 22 2020 01 0,266.942,1
Jan 23 2020 01 0,283.492,5
Jan 24 2020 01 0,281.186,6
Jan 25 2020 01 0,283.365,3
Jan 26 2020 01 0,266.209,1
Jan 27 2020 01 0,288.071,5
Jan 28 2020 01 0,279.562,3
Jan 29 2020 01 0,279.664,3
Jan 30 2020 01 0,299.173,4
Jan 31 2020 01 0,282.913,3
Feb 01 2020 01 0,273.949,1
Feb 02 2020 01 0,296.349,4
Feb 03 2020 01 0,298.011,3
Feb 04 2020 01 0,298.386,5
Feb 05 2020 01 0,274.452,1
Feb 06 2020 01 0,284.216,2
Feb 07 2020 01 0,279.735,5
Feb 08 2020 01 0,278.181,2
Feb 09 2020 01 0,297.882,7
Feb 10 2020 01 0,278.271,2
Feb 11 2020 01 0,302.294,2
Feb 13 2020 01 0,277.534,3
Feb 14 2020 01 0,274.357,1
Feb 15 2020 01 0,288.009,2
Feb 16 2020 01 0,278.75,2
Feb 17 2020 01 0,274.717,3
Feb 18 2020 01 0,294.569,2
Feb 20 2020 01 0,276.66,2
Feb 21 2020 01 0,295,1
Feb 22 2020 01 0,277.792,7
Feb 23 2020 01 0,277.578,3
Feb 24 2020 01 0,268.414,1
Feb 25 2020 01 0,294.955,3
Feb 26 2020 01 0,295.347,3
Feb 27 2020 01 0,281.266,3
Feb 28 2020 01 0,287.545,2
Feb 29 2020 01 0,275.79,1
Mar 01 2020 01 0,279.366,9
Mar 02 2020 01 0,300.418,2
Mar 03 2020 01 0,307.749,1
Mar 04 2020 01 0,297.157,2
Mar 05 2020 01 0,315.399,3
Mar 06 2020 01 0,297.456,4
Mar 07 2020 01 0,297.005,2
Mar 08 2020 01 0,294.854,1
Mar 09 2020 01 0,298.026,2
Mar 10 2020 01 0,271.619,3
Mar 11 2020 01 0,281.346,4
Mar 12 2020 01 0,258.87,1
Mar 13 2020 01 0,274.937,2
Mar 14 2020 01 0,283.606,6
Mar 15 2020 01 0,275.856,2
Mar 16 2020 01 0,270.479,6
Mar 17 2020 01 0,245.631,2
Mar 18 2020 01 0,275.2,2
Mar 20 2020 01 0,277.999,3
Mar 21 2020 01 0,275.926,3
Mar 22 2020 01 0,266.077,6
Mar 23 2020 01 0,263.109,5
Mar 24 2020 01 0,239,1
Mar 25 2020 01 0,269.003,8
Mar 26 2020 01 0,281.623,3
Mar 27 2020 01 0,277.105,2
Mar 28 2020 01 0,280.598,2
Mar 29 2020 01 0,288.533,3
Mar 30 2020 01 0,284.579,4
Mar 31 2020 01 0,266.176,6
Apr 01 2020 01 0,257.54,7
Apr 02 2020 01 0,271.077,4
Apr 03 2020 01 0,269.815,4
Apr 04 2020 01 0,276.68,3
Apr 05 2020 01 0,252.844,7
Apr 06 2020 01 0,277.699,7
Apr 07 2020 01 0,295.132,2
Apr 08 2020 01 0,262.82,3
Apr 09 2020 01 0,275.73,7
Apr 10 2020 01 0,284.621,6
Apr 11 2020 01 0,286.364,6
Apr 12 2020 01 0,288.435,4
Apr 13 2020 01 0,277.975,5
Apr 14 2020 01 0,262.518,6
Apr 15 2020 01 0,283.161,4
Apr 16 2020 01 0,278.885,4
Apr 17 2020 01 0,287.927,2
Apr 18 2020 01 0,292.085,7
Apr 19 2020 01 0,281.205,6
Apr 20 2020 01 0,276.421,3
Apr 21 2020 01 0,276.721,9
Apr 22 2020 01 0,284.056,6
Apr 23 2020 01 0,271.119,3
Apr 24 2020 01 0,276.799,6
Apr 25 2020 01 0,291.706,3
Apr 26 2020 01 0,232.926,3
Apr 27 2020 01 0,288.495,7
Apr 28 2020 01 0,288.027,2
Apr 29 2020 01 0,298.18,3
Apr 30 2020 01 0,275.779,1
May 01 2020 01 0,291.573,3
May 02 2020 01 0,295.009,8
May 03 2020 01 0,299.84,3
May 04 2020 01 0,303.692,4
May 05 2020 01 0,298.165,2
May 06 2020 01 0,320.854,4
May 07 2020 01 0,344,1
May 08 2020 01 0,327.589,2
May 09 2020 01 0,318.153,3
May 10 2020 01 0,316.595,3
May 11 2020 01 0,302.029,2
May 12 2020 01 0,318.734,3
May 13 2020 01 0,263.344,4
May 15 2020 01 0,312.81,5
May 16 2020 01 0,327.979,5
May 17 2020 01 0,325.037,1
May 18 2020 01 0,316.185,2
May 19 2020 01 0,323.096,3
May 20 2020 01 0,328.99,1
May 21 2020 01 0,308.272,2
May 22 2020 01 0,320.14,2
May 23 2020 01 0,294.721,3
May 24 2020 01 0,299.283,4
May 25 2020 01 0,341.522,1
May 26 2020 01 0,262.589,5
May 27 2020 01 0,296.933,2
May 28 2020 01 0,277.348,2
May 29 2020 01 0,305.289,3
May 30 2020 01 0,281.106,3
May 31 2020 01 0,298.133,6
Jun 02 2020 01 0,307.942,2
Jun 03 2020 01 0,315.97,1
Jun 04 2020 01 0,293.389,5
Jun 05 2020 01 0,296.86,2
Jun 06 2020 01 0,302.298,2
Jun 07 2020 01 0,300.127,5
Jun 08 2020 01 0,293.323,2
Jun 09 2020 01 0,313.691,3
Jun 11 2020 01 0,311.977,1
Jun 12 2020 01 0,316.555,5
Jun 14 2020 01 0,319.205,5
Jun 15 2020 01 0,299.209,1
Jun 16 2020 01 0,310.017,1
Jun 17 2020 01 0,310.668,2
Jun 19 2020 01 0,292.44,1
Jun 20 2020 01 0,283.872,5
Jun 21 2020 01 0,290.712,2
Jun 22 2020 01 0,312.2,2
Jun 23 2020 01 0,310.836,5
Jun 24 2020 01 0,280.417,2
Jun 25 2020 01 0,293.728,2
Jun 26 2020 01 0,308.322,6
Jun 27 2020 01 0,320.515,2
Jun 28 2020 01 0,312.722,1
Jun 29 2020 01 0,316.291,2
Jun 30 2020 01 0,307,1
Jul 02 2020 01 0,310.208,10
Jul 03 2020 01 0,320.009,1
Jul 04 2020 01 0,316.636,3
Jul 05 2020 01 0,315.005,3
Jul 06 2020 01 0,310.166,2
Jul 07 2020 01 0,311.152,2
Jul 08 2020 01 0,328.924,4
Jul 09 2020 01 0,321.984,3
Jul 10 2020 01 0,323.002,5
Jul 11 2020 01 0,341.681,4
Jul 12 2020 01 0,337.015,2
Jul 13 2020 01 0,338.892,1
Jul 14 2020 01 0,353.59,1
Jul 15 2020 01 0,340.549,1
Jul 16 2020 01 0,349.784,2
Jul 17 2020 01 0,323.437,4
Jul 18 2020 01 0,353.141,2
Jul 19 2020 01 0,370.297,3
Jul 20 2020 01 0,329.895,1
Jul 21 2020 01 0,346.963,4
Jul 22 2020 01 0,350.617,3
Jul 23 2020 01 0,337.611,1
Jul 24 2020 01 0,364.401,2
Jul 25 2020 01 0,339.355,3
Jul 26 2020 01 0,342.411,4
Jul 27 2020 01 0,370,1
Jul 28 2020 01 0,329.056,1
Jul 29 2020 01 0,334.207,1
Jul 30 2020 01 0,321.42,3
Aug 01 2020 01 0,338.746,3
Aug 02 2020 01 0,345.691,2
Aug 03 2020 01 0,354.845,3
Aug 05 2020 01 0,345.872,2
Aug 06 2020 01 0,355.063,2
Aug 07 2020 01 0,336.686,2
Aug 08 2020 01 0,336.709,3
Aug 10 2020 01 0,326.602,3
Aug 11 2020 01 0,331.005,1
Aug 12 2020 01 0,338.918,3
Aug 13 2020 01 0,317.333,2
Aug 14 2020 01 0,350.395,3
Aug 15 2020 01 0,311.406,1
Aug 16 2020 01 0,350.821,2
Aug 17 2020 01 0,357.382,3
Aug 18 2020 01 0,337.339,2
Aug 19 2020 01 0,378.79,2
Aug 21 2020 01 0,319.99,1
Aug 23 2020 01 0,323.848,2
Aug 24 2020 01 0,315.137,4
Aug 25 2020 01 0,325.972,3
Aug 26 2020 01 0,329.54,1
Aug 27 2020 01 0,323.217,3
Aug 28 2020 01 0,329.57,2
Aug 29 2020 01 0,322.098,3
Aug 30 2020 01 0,320.7,8
Sep 01 2020 01 0,316.607,4
Sep 02 2020 01 0,301.815,2
Sep 03 2020 01 0,325.636,4
Sep 04 2020 01 0,315.698,1
Sep 05 2020 01 0,311.235,2
Sep 06 2020 01 0,335.921,2
Sep 07 2020 01 0,292.49,1
Sep 08 2020 01 0,344.208,1
Sep 09 2020 01 0,299.14,1
Sep 10 2020 01 0,319.286,1
Sep 12 2020 01 0,315.99,1
Sep 13 2020 01 0,317.7,1
Sep 14 2020 01 0,331.791,3
Sep 15 2020 01 0,321.39,2
Sep 17 2020 01 0,336.26,4
Sep 18 2020 01 0,312.029,3
Sep 19 2020 01 0,340.656,2
Sep 21 2020 01 0,356.23,1
Sep 22 2020 01 0,339.11,2
Sep 23 2020 01 0,351.378,2
Sep 24 2020 01 0,357.82,2
Sep 25 2020 01 0,339.627,3
Sep 26 2020 01 0,355.699,4
Sep 27 2020 01 0,345.746,3
Sep 28 2020 01 0,333.865,2
Sep 29 2020 01 0,320.947,5
Sep 30 2020 01 0,323,1
Oct 02 2020 01 0,329.364,2
Oct 03 2020 01 0,335.846,1
Oct 04 2020 01 0,340.731,6
Oct 05 2020 01 0,357.597,1
Oct 06 2020 01 0,347.883,3
Oct 08 2020 01 0,357.659,2
Oct 09 2020 01 0,357.48,1
Oct 10 2020 01 0,359.028,3
Oct 11 2020 01 0,363.116,2
Oct 12 2020 01 0,338.23,1
Oct 13 2020 01 0,347.04,2
Oct 14 2020 01 0,350.564,1
Oct 15 2020 01 0,368.205,2
Oct 16 2020 01 0,374.53,1
Oct 17 2020 01 0,338.013,3
Oct 18 2020 01 0,330,1
Oct 19 2020 01 0,392.606,2
Oct 21 2020 01 0,350.002,2
Oct 22 2020 01 0,379.399,1
Oct 23 2020 01 0,336.318,3
Oct 26 2020 01 0,352.585,2
Oct 27 2020 01 0,330,1
Oct 29 2020 01 0,334.377,5
Oct 30 2020 01 0,350.74,2
Oct 31 2020 01 0,374.99,1
Nov 01 2020 01 0,353.621,3
Nov 02 2020 01 0,367.266,2
Nov 03 2020 01 0,341.836,7
Nov 04 2020 01 0,298.19,2
Nov 06 2020 01 0,369.97,1
Nov 08 2020 01 0,354.795,1
Nov 09 2020 01 0,332.372,2
Nov 10 2020 01 0,331.475,2
Nov 11 2020 01 0,370.013,1
Nov 13 2020 01 0,355.53,3
Nov 14 2020 01 0,337.111,2
Nov 15 2020 01 0,364.023,4
Nov 17 2020 01 0,352.601,1
Nov 18 2020 01 0,332,1
Nov 19 2020 01 0,315.665,2
Nov 20 2020 01 0,372.231,1
Nov 21 2020 01 0,342.469,3
Nov 23 2020 01 0,353.738,2
Nov 24 2020 01 0,333.15,2
Nov 25 2020 01 0,332.93,1
Nov 26 2020 01 0,341.83,1
Nov 27 2020 01 0,327.01,1
Nov 28 2020 01 0,316.295,4
Dec 02 2020 01 0,314.53,1
Dec 03 2020 01 0,316.629,5
Dec 04 2020 01 0,319.551,5
Dec 05 2020 01 0,340.308,6
Dec 06 2020 01 0,359.995,1
Dec 07 2020 01 0,315.912,1
Dec 08 2020 01 0,325.546,2
Dec 09 2020 01 0,299.488,2
Dec 10 2020 01 0,295.721,6
Dec 11 2020 01 0,306.219,4
Dec 12 2020 01 0,290.95,1
Dec 13 2020 01 0,322.56,2
Dec 15 2020 01 0,317.691,2
Dec 16 2020 01 0,330.125,3
Dec 18 2020 01 0,331.036,2
Dec 19 2020 01 0,334.451,4
Dec 20 2020 01 0,331.903,4
Dec 21 2020 01 0,328.03,1
Dec 22 2020 01 0,339.637,2
Dec 23 2020 01 0,333.1,2
Dec 25 2020 01 0,374.757,2
Dec 26 2020 01 0,368.56,2
Dec 28 2020 01 0,353.5,2
Dec 29 2020 01 0,345,1
Dec 30 2020 01 0,375.097,5
Dec 31 2020 01 0,361.463,3
Jan 01 2021 01 0,380.899,2
Jan 02 2021 01 0,396.303,1
Jan 03 2021 01 0,388.005,2
Jan 04 2021 01 0,396.89,1
Jan 05 2021 01 0,384.825,2
Jan 06 2021 01 0,384.705,6
Jan 07 2021 01 0,387.704,4
Jan 08 2021 01 0,386.47,5
Jan 09 2021 01 0,388.786,2
Jan 10 2021 01 0,376.29,4
Jan 11 2021 01 0,379.35,2
Jan 12 2021 01 0,385.56,2
Jan 13 2021 01 0,400.649,1
Jan 14 2021 01 0,437,1
Jan 15 2021 01 0,430.14,1
Jan 16 2021 01 0,442.996,1
Jan 17 2021 01 0,395.671,3
Jan 18 2021 01 0,390.925,2
Jan 19 2021 01 0,379.99,1
Jan 20 2021 01 0,382.583,6
Jan 22 2021 01 0,389.674,3
Jan 24 2021 01 0,390.006,1
Jan 25 2021 01 0,386.227,4
Jan 27 2021 01 0,395.8,6
Jan 28 2021 01 0,380.351,1
Jan 29 2021 01 0,348.097,3
Jan 30 2021 01 0,397.074,2
Feb 02 2021 01 0,438.082,1
Feb 03 2021 01 0,370.072,2
Feb 04 2021 01 0,385.655,2
Feb 05 2021 01 0,407.65,2
Feb 06 2021 01 0,384.506,3
Feb 07 2021 01 0,395.446,4
Feb 09 2021 01 0,386.24,1
Feb 10 2021 01 0,368.794,4
Feb 12 2021 01 0,378.652,2
Feb 13 2021 01 0,408.657,3
Feb 16 2021 01 0,356,1
Feb 17 2021 01 0,371.659,4
Feb 18 2021 01 0,393.969,2
Feb 19 2021 01 0,373.418,2
Feb 20 2021 01 0,356.01,1
Feb 21 2021 01 0,358.08,1
Feb 22 2021 01 0,392.456,2
Feb 24 2021 01 0,367.871,1
Feb 25 2021 01 0,357.3,1
Feb 27 2021 01 0,370.99,1
Feb 28 2021 01 0,375.345,2
Mar 01 2021 01 0,359.485,2
Mar 02 2021 01 0,408.827,2
Mar 03 2021 01 0,409.947,4
Mar 04 2021 01 0,413.982,1
Mar 05 2021 01 0,399,1
Mar 06 2021 01 0,418.359,4
Mar 07 2021 01 0,393.442,5
Mar 08 2021 01 0,379.892,5
Mar 09 2021 01 0,401.633,2
Mar 11 2021 01 0,405.373,3
Mar 12 2021 01 0,404.065,2
Mar 13 2021 01 0,398.525,4
Mar 14 2021 01 0,417.395,4
Mar 15 2021 01 0,415.444,3
Mar 16 2021 01 0,426.015,2
Mar 17 2021 01 0,406.486,3
Mar 19 2021 01 0,434.802,3
Mar 20 2021 01 0,427.184,3
Mar 21 2021 01 0,410.2,1
Mar 22 2021 01 0,422.328,2
Mar 23 2021 01 0,414.698,4
Mar 24 2021 01 0,409.49,1
Mar 25 2021 01 0,428.004,2
Mar 26 2021 01 0,437.634,3
Mar 27 2021 01 0,444.919,4
Mar 28 2021 01 0,439,1
Mar 29 2021 01 0,469.005,1
Mar 31 2021 01 0,466.714,1
Apr 02 2021 01 0,440.65,1
Apr 03 2021 01 0,459.755,2
Apr 07 2021 01 0,458.097,2
Apr 08 2021 01 0,440.987,4
Apr 09 2021 01 0,446.8,7
Apr 12 2021 01 0,433.952,2
Apr 13 2021 01 0,454.64,1
Apr 15 2021 01 0,433.873,3
Apr 16 2021 01 0,434.329,2
Apr 17 2021 01 0,454.17,1
Apr 18 2021 01 0,442.577,6
Apr 19 2021 01 0,454.406,2
Apr 20 2021 01 0,461.322,2
Apr 21 2021 01 0,446.202,2
Apr 22 2021 01 0,440.707,4
Apr 23 2021 01 0,460,1
Apr 24 2021 01 0,452.845,2
Apr 27 2021 01 0,444.005,2
Apr 28 2021 01 0,416.02,2
Apr 29 2021 01 0,420.47,1
May 01 2021 01 0,459.995,1
May 04 2021 01 0,460.24,1
May 05 2021 01 0,451.1,3
May 07 2021 01 0,455,1
May 09 2021 01 0,466.752,4
May 11 2021 01 0,461.694,2
May 12 2021 01 0,456.975,2
May 13 2021 01 0,447.74,1
May 14 2021 01 0,446.58,2
May 15 2021 01 0,459.05,1
May 16 2021 01 0,496.988,1
May 17 2021 01 0,554.14,1
May 19 2021 01 0,497.517,1
May 20 2021 01 0,470.045,2
May 22 2021 01 0,497.556,2
May 23 2021 01 0,475.38,1
May 24 2021 01 0,477.29,1
May 25 2021 01 0,483.472,2
May 26 2021 01 0,516.12,2
May 27 2021 01 0,560.014,1
May 28 2021 01 0,496.66,1
May 29 2021 01 0,506.81,2
May 30 2021 01 0,504.915,2
May 31 2021 01 0,534.75,1
Jun 02 2021 01 0,501.3,1
Jun 04 2021 01 0,484.167,2
Jun 05 2021 01 0,547.28,1
Jun 06 2021 01 0,545.677,1
Jun 07 2021 01 0,511.32,2
Jun 09 2021 01 0,530.325,2
Jun 11 2021 01 0,507.26,1
Jun 13 2021 01 0,514.712,4
Jun 14 2021 01 0,505.15,1
Jun 15 2021 01 0,531.88,1
Jun 16 2021 01 0,497.421,4
Jun 17 2021 01 0,518.599,3
Jun 18 2021 01 0,489.1,1
Jun 19 2021 01 0,476.62,1
Jun 20 2021 01 0,484.48,2
Jun 21 2021 01 0,466.524,5
Jun 23 2021 01 0,458.73,1
Jun 24 2021 01 0,485.572,3
Jun 25 2021 01 0,503.072,2
Jun 26 2021 01 0,465.8,1
Jun 27 2021 01 0,474.867,3
Jun 28 2021 01 0,468.95,3
Jun 30 2021 01 0,465.221,4
Jul 02 2021 01 0,482.04,1
Jul 03 2021 01 0,443.34,2
Jul 04 2021 01 0,458.377,3
Jul 05 2021 01 0,433.06,1
Jul 06 2021 01 0,436.803,3
Jul 07 2021 01 0,485.648,2
Jul 08 2021 01 0,473.109,3
Jul 09 2021 01 0,474.3,2
Jul 12 2021 01 0,431.083,2
Jul 14 2021 01 0,445,1
Jul 15 2021 01 0,433.411,1
Jul 16 2021 01 0,425,1
Jul 17 2021 01 0,411.09,1
Jul 18 2021 01 0,413.362,4
Jul 19 2021 01 0,414.477,3
Jul 20 2021 01 0,462.085,5
Jul 23 2021 01 0,439.56,2
Jul 25 2021 01 0,445,1
Jul 26 2021 01 0,461.871,4
Jul 27 2021 01 0,474.62,1
Jul 28 2021 01 0,452.117,3
Jul 30 2021 01 0,438.558,5
Jul 31 2021 01 0,450.47,2
Aug 01 2021 01 0,450.4,1
Aug 02 2021 01 0,451.5,1
Aug 03 2021 01 0,453.8,2
Aug 04 2021 01 0,454.699,1
Aug 05 2021 01 0,462.857,3
Aug 06 2021 01 0,451.99,3
Aug 07 2021 01 0,468.518,2
Aug 08 2021 01 0,450,1
Aug 09 2021 01 0,494.68,1
Aug 10 2021 01 0,447.59,2
Aug 11 2021 01 0,423.86,1
Aug 12 2021 01 0,424.09,1
Aug 13 2021 01 0,432.97,1
Aug 14 2021 01 0,451.403,3
Aug 17 2021 01 0,402.585,2
Aug 20 2021 01 0,404.015,2
Aug 21 2021 01 0,405.893,2
Aug 22 2021 01 0,410.439,3
Aug 23 2021 01 0,445.245,2
Aug 24 2021 01 0,459,1
Aug 26 2021 01 0,454.489,2
Aug 27 2021 01 0,405.39,1
Aug 28 2021 01 0,416.346,4
Aug 30 2021 01 0,438.737,1
Aug 31 2021 01 0,423.95,3
Sep 01 2021 01 0,438.086,3
Sep 02 2021 01 0,454.75,2
Sep 03 2021 01 0,413.93,1
Sep 05 2021 01 0,424.13,1
Sep 08 2021 01 0,463.28,1
Sep 09 2021 01 0,428,1
Sep 10 2021 01 0,381.22,1
Sep 12 2021 01 0,519.16,1
Sep 13 2021 01 0,418,1
Sep 16 2021 01 0,419.208,5
Sep 17 2021 01 0,426.916,1
Sep 18 2021 01 0,417.1,1
Sep 19 2021 01 0,438.951,5
Sep 21 2021 01 0,405,1
Sep 22 2021 01 0,385.401,3
Sep 23 2021 01 0,363.389,3
Sep 24 2021 01 0,400.591,4
Sep 25 2021 01 0,354.404,2
Sep 26 2021 01 0,421.817,2
Sep 27 2021 01 0,389.043,3
Sep 28 2021 01 0,373.55,1
Sep 29 2021 01 0,391.405,7
Oct 02 2021 01 0,408.307,4
Oct 04 2021 01 0,392.27,1
Oct 05 2021 01 0,423.358,1
Oct 06 2021 01 0,416.528,2
Oct 07 2021 01 0,396.49,1
Oct 08 2021 01 0,410.285,2
Oct 09 2021 01 0,408.284,5
Oct 10 2021 01 0,405.879,2
Oct 11 2021 01 0,430.008,1
Oct 14 2021 01 0,500.008,1
Oct 15 2021 01 0,410.201,2
Oct 16 2021 01 0,448.32,1
Oct 18 2021 01 0,449.87,1
Oct 19 2021 01 0,411.2,1
Oct 20 2021 01 0,409.01,1
Oct 21 2021 01 0,410.056,2
Oct 23 2021 01 0,445.87,1
Oct 25 2021 01 0,451.34,2
Oct 27 2021 01 0,409.835,4
Oct 28 2021 01 0,396.054,4
Oct 29 2021 01 0,391.27,5
Oct 30 2021 01 0,442.351,3
Nov 01 2021 01 0,429.739,2
Nov 02 2021 01 0,422.396,3
Nov 03 2021 01 0,452.67,1
Nov 04 2021 01 0,424.092,4
Nov 06 2021 01 0,420.876,3
Nov 07 2021 01 0,408.065,2
Nov 08 2021 01 0,436.42,1
Nov 09 2021 01 0,396.56,2
Nov 10 2021 01 0,382.947,4
Nov 12 2021 01 0,396.153,3
Nov 13 2021 01 0,411.97,1
Nov 14 2021 01 0,391.129,3
Nov 16 2021 01 0,400.29,1
Nov 17 2021 01 0,421.79,2
Nov 18 2021 01 0,444.43,1
Nov 20 2021 01 0,405.73,1
Nov 21 2021 01 0,411.468,3
Nov 22 2021 01 0,442.653,1
Nov 23 2021 01 0,377.034,2
Nov 24 2021 01 0,422.258,1
Nov 25 2021 01 0,383.61,1
Nov 26 2021 01 0,390.782,3
Nov 27 2021 01 0,396.625,2
Nov 28 2021 01 0,435.001,1
Nov 29 2021 01 0,429.585,3
Dec 02 2021 01 0,386.955,2
Dec 03 2021 01 0,441.906,1
Dec 04 2021 01 0,397.119,3
Dec 05 2021 01 0,442.883,2
Dec 07 2021 01 0,422.69,1
Dec 08 2021 01 0,424.095,2
Dec 09 2021 01 0,433.314,3
Dec 10 2021 01 0,434.262,2
Dec 12 2021 01 0,433.745,2
Dec 14 2021 01 0,415.275,2
Dec 15 2021 01 0,409.615,4
Dec 16 2021 01 0,418.913,3
Dec 18 2021 01 0,399.075,2
Dec 19 2021 01 0,446.6,1
Dec 20 2021 01 0,423.505,3
Dec 23 2021 01 0,446.963,2
Dec 25 2021 01 0,441.886,1
Dec 26 2021 01 0,446.653,3
Dec 27 2021 01 0,448.796,3
Dec 28 2021 01 0,417.88,1
Dec 29 2021 01 0,457.097,2
Dec 30 2021 01 0,423.23,2
Dec 31 2021 01 0,443.742,3
Jan 02 2022 01 0,444.474,2
Jan 03 2022 01 0,453.737,1
Jan 04 2022 01 0,447.63,3
Jan 05 2022 01 0,482.993,1
Jan 09 2022 01 0,478.082,2
Jan 10 2022 01 0,450.04,1
Jan 11 2022 01 0,476.148,3
Jan 12 2022 01 0,456.375,2
Jan 13 2022 01 0,453.251,4
Jan 14 2022 01 0,479.411,2
Jan 16 2022 01 0,465,1
Jan 17 2022 01 0,497.3,2
Jan 18 2022 01 0,538.848,1
Jan 19 2022 01 0,477.342,3
Jan 21 2022 01 0,468.17,1
Jan 22 2022 01 0,469.2,1
Jan 23 2022 01 0,460,1
Jan 26 2022 01 0,485.325,1
Jan 28 2022 01 0,436.95,1
Jan 30 2022 01 0,423.171,4
Jan 31 2022 01 0,416.1,1
Feb 01 2022 01 0,449.269,2
Feb 02 2022 01 0,423.06,1
Feb 03 2022 01 0,426.999,2
Feb 04 2022 01 0,485.45,1
Feb 05 2022 01 0,468.99,3
Feb 06 2022 01 0,435.12,3
Feb 08 2022 01 0,435.041,2
Feb 09 2022 01 0,483.686,2
Feb 10 2022 01 0,444.635,1
Feb 13 2022 01 0,435.57,1
Feb 15 2022 01 0,440.1,2
Feb 16 2022 01 0,438.59,2
Feb 17 2022 01 0,449.375,2
Feb 18 2022 01 0,504.97,1
Feb 20 2022 01 0,508.25,1
Feb 21 2022 01 0,461.262,3
Feb 22 2022 01 0,476,2
Feb 23 2022 01 0,443.82,1
Feb 26 2022 01 0,442.26,1
Feb 27 2022 01 0,445.716,3
Feb 28 2022 01 0,475.011,1
Mar 02 2022 01 0,474.797,2
Mar 04 2022 01 0,479.851,1
Mar 05 2022 01 0,488.594,1
Mar 06 2022 01 0,500.98,1
Mar 07 2022 01 0,449.71,1
Mar 08 2022 01 0,482.103,2
Mar 09 2022 01 0,490.403,1
Mar 10 2022 01 0,474.58,1
Mar 12 2022 01 0,481.448,2
Mar 13 2022 01 0,507.394,1
Mar 14 2022 01 0,472.535,4
Mar 16 2022 01 0,463.07,1
Mar 17 2022 01 0,476.425,3
Mar 18 2022 01 0,465,1
Mar 19 2022 01 0,540.346,1
Mar 20 2022 01 0,540.246,2
Mar 22 2022 01 0,507.178,2
